user_id,age_group,gender,primary_platform,platforms_used,daily_usage_hours,posts_per_week,stories_per_week,likes_received_weekly,comments_received_weekly,followers_count,following_count,late_night_hours,morning_check_hours,comparison_content_pct,news_content_pct,entertainment_content_pct,avg_session_duration_min,sessions_per_day,notifications_per_day,fomo_score,engagement_ratio,follower_following_ratio,usage_intensity,late_night_pct,depression_score,anxiety_score,self_esteem_score,sleep_quality_score,life_satisfaction,loneliness_score,stress_level,body_image_score,seeks_validation_frequency,compares_to_others_frequency,has_taken_break,cyberbullying_experienced,professional_help_seeking,support_system_rating,physical_activity_hours_week,face_to_face_social_hours_week,depression_severity,anxiety_severity,sleep_quality_category,mental_health_composite
USER0509,18-24,Male,Snapchat,3.0,7.15,5.0,10.0,222.0,30.0,998.0,1012.0,1.86,0.31,36.1,11.0,52.9,87.1,23.0,136.0,7.6,0.2222222222222222,0.9851924975320828,164.45000000000002,26.013986013986013,16.1,4.7,32.2,1.3,3.5,51.8,25.8,9.0,Always,Rarely,No,No,No,3.7,8.2,14.3,Moderately Severe,Mild,Good,18.357142857142858
USER0510,25-34,Non-binary,Facebook,2.0,5.9,4.0,11.0,76.0,9.0,20.0,16.0,2.14,0.18,43.9,30.4,25.7,62.3,16.0,140.0,6.5,3.619047619047619,1.1764705882352942,94.4,36.271186440677965,17.5,13.3,31.1,1.7,7.7,75.4,35.5,5.9,Always,Never,No,Yes,No,4.4,3.7,29.9,Moderately Severe,Moderate,Good,13.157142857142857
USER0511,18-24,Female,Facebook,2.0,6.56,5.0,11.0,165.0,16.0,304.0,2701.0,2.83,0.4,35.8,14.6,33.8,40.2,23.0,111.0,2.2,0.5409836065573771,0.1125092524056254,150.88,43.14024390243903,19.7,4.3,34.0,15.8,4.6,29.8,20.05,6.0,Always,Sometimes,No,No,No,5.2,11.8,2.4,Severe,Mild,Poor,20.36428571428572
USER0512,35-44,Female,Twitter,2.0,3.96,0.0,0.0,0.0,0.0,806.0,263.0,1.83,0.18,35.8,28.8,27.1,21.6,28.0,185.0,1.5,0.0,3.053030303030303,110.88,46.21212121212122,11.5,14.6,32.9,12.0,5.3,26.7,29.7,2.2,Rarely,Never,Yes,Yes,Yes,7.0,4.1,5.3,Moderate,Severe,Poor,19.714285714285715
USER0513,18-24,Male,YouTube,2.0,5.92,6.0,10.0,409.0,35.0,70.0,7.0,1.47,0.93,51.4,8.8,39.7,86.7,21.0,30.0,6.9,5.76056338028169,8.75,124.32,24.83108108108108,12.0,12.0,25.1,7.7,5.5,41.3,17.3,4.0,Often,Often,No,Yes,Yes,7.9,5.0,24.0,Moderate,Moderate,Moderate,19.25714285714286
USER0514,45-54,Male,Facebook,2.0,1.71,5.0,12.0,19.0,1.0,58.0,76.0,0.72,0.83,24.0,17.9,58.2,83.1,10.0,183.0,3.8,0.3220338983050847,0.7532467532467533,17.1,42.10526315789473,15.6,17.5,29.9,4.2,5.0,39.8,7.7,5.9,Often,Always,Yes,No,Yes,9.2,5.2,27.3,Moderately Severe,Severe,Good,20.585714285714285
USER0515,55+,Male,Instagram,2.0,1.87,0.0,0.0,0.0,0.0,109.0,2719.0,0.52,0.48,49.3,39.1,11.6,51.9,26.0,148.0,6.2,0.0,0.0400735294117647,48.620000000000005,27.807486631016044,11.1,13.9,13.9,16.3,2.8,63.4,9.1,4.7,Rarely,Sometimes,Yes,No,No,5.25,10.1,11.1,Moderate,Moderate,Poor,13.528571428571428
USER0516,13-17,Female,TikTok,2.0,3.19,1.0,2.0,12.0,1.0,35.0,1333.0,1.02,0.77,58.4,20.9,20.6,51.6,28.0,113.0,5.4,0.3333333333333333,0.0262368815592203,89.32,31.974921630094045,19.5,18.6,28.8,10.4,9.3,72.9,36.1,4.5,Never,Never,No,No,Yes,6.7,7.1,9.0,Severe,Severe,Poor,11.271428571428572
USER0517,25-34,Male,Facebook,3.0,2.43,8.0,17.0,69.0,6.0,118.0,392.0,1.13,0.9,57.9,35.4,6.7,41.0,13.0,165.0,2.1,0.5798319327731093,0.3002544529262086,31.590000000000003,46.50205761316872,26.3,4.0,38.4,3.3,4.4,28.2,5.3,9.8,Always,Often,Yes,No,Yes,7.6,9.0,16.5,Severe,,Good,24.15714285714285
USER0518,55+,Male,YouTube,3.0,1.25,1.0,1.0,4.0,0.0,140.0,835.0,0.52,0.33,53.1,36.3,10.6,38.2,19.0,64.0,5.5,0.0283687943262411,0.1674641148325359,23.75,41.6,23.8,13.3,38.7,13.1,4.2,63.5,14.9,6.4,Always,Often,No,Yes,No,4.9,1.9,17.9,Severe,Moderate,Poor,15.357142857142858
USER0519,35-44,Male,Snapchat,3.0,2.86,0.0,0.0,0.0,0.0,160.0,13022.0,1.0,0.25,23.9,10.6,65.5,76.3,19.0,27.0,2.6,0.0,0.0122859556169853,54.34,34.96503496503497,16.7,18.2,25.6,17.4,5.9,69.0,20.6,8.7,Often,Always,No,Yes,Yes,7.0,14.6,11.9,Moderately Severe,Severe,Poor,12.071428571428571
USER0520,45-54,Male,Facebook,3.0,2.9,0.0,0.0,0.0,0.0,43.0,520.0,1.05,0.35,34.0,31.1,34.9,39.3,25.0,38.0,8.5,0.0,0.0825335892514395,72.5,36.206896551724135,10.1,18.6,16.0,14.6,1.3,47.1,26.3,2.3,Rarely,Rarely,No,Yes,No,3.8,11.3,24.3,Moderate,Severe,Poor,12.985714285714284
USER0521,18-24,Female,Snapchat,3.0,9.0,19.0,56.0,128.0,14.0,36.0,3422.0,2.97,0.23,51.1,37.6,11.3,35.0,22.0,90.0,7.1,3.45945945945946,0.0105170902716914,198.0,33.0,6.5,6.5,36.8,8.7,5.3,79.7,36.9,1.0,Never,Always,No,No,No,4.9,5.7,1.8,Mild,Mild,Moderate,14.014285714285714
USER0522,25-34,Male,Instagram,5.0,2.0,5.0,8.0,78.0,6.0,72.0,71.0,0.75,0.25,31.2,21.1,47.6,27.1,14.0,96.0,4.2,1.0684931506849316,1.0,28.0,37.5,22.4,11.2,25.9,5.4,8.1,53.2,36.2,2.0,Sometimes,Rarely,No,No,Yes,2.2,4.5,25.8,Severe,Moderate,Moderate,14.671428571428567
USER0523,35-44,Female,TikTok,2.0,2.59,5.0,12.0,57.0,6.0,101.0,18.0,1.23,0.39,34.9,38.5,26.5,72.7,11.0,28.0,8.6,0.5588235294117647,5.315789473684211,28.49,47.49034749034749,22.3,14.6,12.7,20.1,3.7,35.2,38.2,5.4,Rarely,Never,Yes,No,No,7.8,11.3,19.0,Severe,Severe,Poor,11.242857142857142
USER0524,13-17,Male,TikTok,2.0,7.07,10.0,19.0,229.0,18.0,1983.0,5003.0,2.4,0.64,49.5,12.5,38.0,74.7,15.0,101.0,5.6,0.1154233870967741,0.3962829736211031,106.05,33.94625176803394,9.6,19.0,17.4,2.0,3.7,32.4,13.3,5.6,Always,Often,Yes,Yes,Yes,8.1,14.3,5.3,Moderate,Severe,Good,19.642857142857142
USER0525,35-44,Female,Instagram,3.0,2.89,2.0,3.0,35.0,4.0,17446.0,198.0,1.05,0.77,45.3,23.7,31.0,24.5,25.0,175.0,5.0,0.0020060755430733,87.66834170854271,72.25,36.332179930795846,20.0,19.3,19.0,17.4,9.1,23.4,36.7,4.0,Often,Always,Yes,No,Yes,9.1,2.3,9.8,Severe,Severe,Poor,15.628571428571428
USER0526,35-44,Female,YouTube,2.0,1.58,4.0,7.0,73.0,6.0,45.0,309.0,0.54,0.19,40.6,30.8,28.5,64.4,20.0,109.0,2.9,1.5869565217391304,0.1451612903225806,31.6,34.177215189873415,22.4,17.5,37.0,10.4,9.9,38.1,0.7,8.7,Rarely,Never,No,Yes,No,3.3,3.4,26.9,Severe,Severe,Poor,22.385714285714283
USER0527,18-24,Female,YouTube,3.0,6.01,10.0,29.0,78.0,9.0,21.0,255.0,2.75,0.38,58.6,9.1,32.3,54.1,29.0,108.0,5.9,3.5454545454545454,0.08203125,174.29,45.75707154742097,8.9,18.8,34.1,6.5,1.3,35.1,30.4,1.0,Often,Never,Yes,Yes,No,3.1,3.4,11.7,Mild,Severe,Moderate,18.0
USER0528,18-24,Male,YouTube,2.0,6.95,13.0,25.0,146.0,20.0,751.0,133.0,3.46,0.53,35.8,23.4,42.5,31.9,26.0,106.0,6.1,0.1941489361702127,5.604477611940299,180.7,49.7841726618705,9.7,4.9,25.1,20.0,6.5,47.6,23.3,3.9,Often,Sometimes,No,No,No,8.5,2.1,5.9,Moderate,Mild,Poor,17.371428571428574
USER0529,25-34,Female,TikTok,4.0,3.02,11.0,31.0,415.0,6.0,30.0,357.0,1.03,0.27,20.4,28.1,51.4,46.3,29.0,24.0,3.8,13.387096774193548,0.0837988826815642,87.58,34.105960264900666,9.9,7.7,26.9,6.9,9.6,34.8,34.7,6.3,Rarely,Sometimes,No,No,Yes,7.9,7.4,2.2,Moderate,Mild,Moderate,20.157142857142865
USER0530,25-34,Non-binary,Twitter,3.0,2.56,2.0,3.0,40.0,5.0,1.0,175.0,0.79,0.36,40.7,36.6,22.7,68.6,6.0,107.0,6.2,20.0,0.0056818181818181,15.36,30.859375,8.9,17.7,20.4,16.2,7.0,27.6,32.3,6.8,Always,Never,Yes,No,No,1.0,10.1,20.0,Mild,Severe,Poor,17.242857142857144
USER0531,25-34,Male,Snapchat,3.0,3.22,7.0,12.0,99.0,11.0,205.0,439.0,1.38,0.25,31.0,22.0,47.0,20.6,27.0,172.0,9.9,0.4805825242718446,0.4659090909090909,86.94000000000001,42.85714285714285,6.8,17.2,34.8,6.1,2.5,27.4,34.3,5.3,Never,Rarely,No,No,Yes,5.2,7.9,24.6,Mild,Severe,Moderate,19.571428571428573
USER0532,25-34,Female,TikTok,5.0,3.45,2.0,4.0,33.0,2.0,1037.0,10.0,1.45,0.85,45.7,30.6,23.7,25.4,5.0,64.0,7.3,0.0317919075144508,94.27272727272728,17.25,42.028985507246375,24.0,15.3,18.8,11.1,2.2,24.4,35.4,2.1,Rarely,Rarely,No,No,No,7.7,11.4,13.1,Severe,Severe,Poor,14.571428571428571
USER0533,13-17,Female,Instagram,4.0,4.08,1.0,1.0,21.0,1.0,363.0,438.0,1.57,0.27,24.3,21.7,54.1,84.3,7.0,89.0,3.0,0.0576923076923076,0.826879271070615,28.56,38.48039215686275,23.3,4.7,23.3,20.9,9.5,54.4,12.6,7.6,Rarely,Sometimes,No,Yes,No,3.0,14.5,27.3,Severe,Mild,Poor,16.485714285714288
USER0534,35-44,Male,Facebook,2.0,3.31,0.0,0.0,0.0,0.0,219.0,58.0,0.85,0.5,18.3,39.4,42.3,39.5,23.0,36.0,6.9,0.0,3.711864406779661,76.13,25.679758308157098,9.2,14.5,18.9,2.2,8.9,64.2,19.9,1.8,Sometimes,Rarely,No,Yes,Yes,5.3,7.5,19.3,Moderate,Severe,Good,16.52857142857143
USER0536,55+,Female,Instagram,5.0,0.54,0.0,0.0,0.0,0.0,63.0,102.0,0.19,0.45,40.6,6.6,52.9,58.5,26.0,176.0,5.1,0.0,0.6116504854368932,14.04,35.18518518518518,7.4,3.1,19.8,6.3,2.0,79.5,36.0,3.3,Sometimes,Never,No,No,No,5.25,11.8,9.5,Mild,,Moderate,11.5
USER0537,13-17,Female,YouTube,2.0,6.61,5.0,13.0,110.0,8.0,145.0,9.0,1.47,0.27,56.7,39.2,42.5,62.3,19.0,83.0,5.3,0.7534246575342466,14.5,125.59,22.239031770045383,6.8,11.8,11.6,21.0,4.2,66.4,16.5,2.1,Sometimes,Never,Yes,No,No,9.8,2.0,5.5,Mild,Moderate,Poor,12.357142857142858
USER0538,25-34,Female,Instagram,3.0,3.98,11.0,20.0,339.0,22.0,13.0,139.0,1.17,0.53,25.9,17.6,56.5,15.7,22.0,81.0,8.1,24.214285714285715,0.0928571428571428,87.56,29.39698492462312,5.9,7.7,34.6,4.2,5.9,78.2,29.2,2.4,Never,Sometimes,No,No,No,6.0,8.8,14.5,Mild,Mild,Good,15.742857142857142
USER0539,18-24,Female,Snapchat,4.0,7.54,16.0,30.0,3.0,0.0,1073.0,2837.0,2.44,0.57,57.4,25.8,16.8,42.9,24.0,127.0,6.8,0.0027932960893854,0.3780831571529246,180.96,32.36074270557029,11.4,14.5,11.6,3.6,9.3,69.3,29.1,3.9,Always,Always,No,Yes,No,7.1,13.9,27.0,Moderate,Severe,Good,13.042857142857144
USER0540,35-44,Female,Twitter,2.0,2.14,1.0,1.0,18.0,2.0,391.0,1283.0,0.51,0.47,15.3,33.6,51.1,84.4,26.0,114.0,3.1,0.0459183673469387,0.3045171339563863,55.64,23.83177570093458,16.1,18.4,26.9,3.3,8.5,27.2,20.8,1.9,Always,Rarely,Yes,No,Yes,5.0,5.1,26.0,Moderately Severe,Severe,Good,21.014285714285712
USER0541,13-17,Female,Twitter,2.0,7.81,12.0,20.0,456.0,24.0,2.0,2567.0,3.37,0.13,30.1,33.0,36.9,79.1,19.0,180.0,9.4,152.0,0.0007788161993769,148.39,43.149807938540334,22.5,20.9,25.9,12.1,9.5,53.3,15.2,5.9,Never,Often,Yes,No,No,1.6,12.0,8.0,Severe,Severe,Poor,15.7
USER0542,13-17,Female,TikTok,3.0,5.47,21.0,34.0,318.0,19.0,22.0,275.0,2.01,0.47,33.0,9.1,57.9,87.7,5.0,155.0,5.7,13.826086956521738,0.0797101449275362,27.35,36.74588665447898,9.3,15.5,11.3,9.7,1.0,47.7,36.6,7.5,Often,Sometimes,Yes,No,No,7.5,8.9,17.2,Moderate,Severe,Moderate,11.928571428571429
USER0544,45-54,Female,YouTube,5.0,2.38,8.0,19.0,123.0,12.0,133.0,259.5,0.57,0.96,50.0,28.4,21.6,60.7,15.0,105.0,4.7,0.917910447761194,0.510556621880998,35.7,23.94957983193277,12.1,16.4,20.4,1.9,7.9,60.5,35.2,7.8,Never,Always,No,No,No,4.2,0.3,2.3,Moderate,Severe,Good,14.157142857142857
USER0545,35-44,Female,Twitter,4.0,1.95,2.0,3.0,19.0,2.0,920.0,68.0,0.44,0.68,33.3,39.0,27.8,71.3,10.0,170.0,4.8,0.020629750271444,13.333333333333334,19.5,22.56410256410257,21.1,7.9,19.2,13.1,5.4,62.4,37.6,8.7,Often,Never,Yes,No,Yes,6.9,13.1,19.1,Severe,Mild,Poor,10.985714285714286
USER0546,25-34,Male,Twitter,2.0,3.02,5.0,0.0,0.0,0.0,356.0,214.0,0.66,0.63,52.9,21.8,42.5,38.3,13.0,81.0,7.1,0.0,1.655813953488372,39.26,21.85430463576159,22.7,19.7,39.0,8.6,9.9,38.9,20.05,7.3,Sometimes,Often,Yes,Yes,Yes,1.3,2.1,19.4,Severe,Severe,Moderate,19.692857142857143
USER0548,18-24,Male,YouTube,4.0,6.06,2.0,3.0,25.0,1.0,1492.0,38.0,1.67,0.78,38.1,15.5,46.4,17.8,6.0,176.0,7.1,0.0167448091091761,38.256410256410255,36.36,27.55775577557756,15.4,7.7,38.1,15.5,6.1,28.9,28.4,5.4,Often,Never,No,Yes,Yes,6.3,6.9,7.6,Moderately Severe,Mild,Poor,20.485714285714288
USER0549,25-34,Male,Twitter,4.0,4.76,1.0,2.0,36.0,4.0,287.0,1453.0,1.79,0.545,37.3,22.7,40.0,63.1,26.0,141.0,4.2,0.125,0.1973865199449793,123.76,37.60504201680673,10.3,14.4,11.8,9.1,5.7,43.5,15.1,6.9,Never,Sometimes,No,No,No,5.5,7.0,14.4,Moderate,Severe,Moderate,17.11428571428571
USER0550,25-34,Female,Snapchat,2.0,5.51,5.0,11.0,86.0,11.0,9.0,292.0,2.58,0.13,54.8,6.8,38.5,49.5,19.0,46.0,5.2,8.6,0.030716723549488,104.69,46.823956442831225,8.2,13.1,19.5,13.0,5.8,46.1,26.6,6.3,Sometimes,Sometimes,No,No,Yes,6.0,12.7,21.9,Mild,Moderate,Poor,16.157142857142855
USER0551,35-44,Male,Twitter,2.0,2.72,1.0,2.0,16.0,0.0,145.5,987.0,0.98,0.16,58.4,36.1,5.5,42.6,18.0,27.0,4.5,0.1092150170648464,0.1472672064777327,48.96,36.02941176470588,15.8,7.6,32.8,19.5,2.9,22.2,30.6,1.2,Sometimes,Often,No,No,No,7.8,6.3,2.9,Moderately Severe,Mild,Poor,18.842857142857145
USER0552,18-24,Female,Instagram,3.0,4.12,1.0,1.0,4.0,0.0,538.0,318.0,1.03,0.75,47.7,8.1,44.1,63.8,10.0,34.0,3.7,0.0074211502782931,1.6865203761755485,41.2,25.0,20.3,12.2,20.0,4.9,2.1,47.5,19.1,6.2,Rarely,Rarely,No,No,No,4.8,0.7,18.4,Severe,Moderate,Good,15.600000000000003
USER0553,18-24,Male,Instagram,2.0,5.34,25.0,51.0,287.0,29.0,114.0,14.0,1.28,0.84,59.8,16.5,23.7,48.0,16.0,158.0,1.9,2.4956521739130437,7.6,85.44,23.97003745318352,18.3,13.5,36.6,16.0,8.8,39.1,12.7,6.9,Often,Never,No,No,No,3.0,4.4,6.3,Moderately Severe,Moderate,Poor,20.51428571428572
USER0554,35-44,Male,Instagram,5.0,3.88,12.0,18.0,116.0,9.0,2.0,139.0,1.59,0.545,46.6,39.6,13.8,41.5,18.0,77.0,4.7,38.66666666666666,0.0142857142857142,69.84,40.979381443298976,9.4,6.9,10.5,15.0,4.6,74.3,20.4,9.9,Often,Often,No,No,Yes,3.6,10.5,29.6,Moderate,Mild,Poor,11.814285714285717
USER0555,25-34,Female,Facebook,4.0,3.17,6.0,12.0,33.0,3.0,472.0,1522.0,1.52,0.58,47.7,20.4,31.9,63.5,5.0,179.0,6.8,0.0697674418604651,0.3099146421536441,15.85,47.94952681388013,23.2,13.0,12.6,7.7,1.8,66.5,4.7,6.5,Sometimes,Sometimes,Yes,No,Yes,5.25,6.8,30.0,Severe,Moderate,Moderate,12.87142857142857
USER0556,25-34,Female,Facebook,3.0,3.79,14.0,37.0,268.0,21.0,1583.0,30.0,1.4,0.25,25.5,36.5,38.0,24.1,7.0,56.0,1.8,0.1691919191919192,51.064516129032256,26.53,36.93931398416886,22.9,13.3,15.7,2.5,8.5,63.3,31.7,4.5,Always,Often,No,No,Yes,4.6,8.4,16.0,Severe,Moderate,Good,12.571428571428571
USER0557,25-34,Male,Instagram,3.0,3.88,3.0,8.0,52.0,4.0,85.0,96.0,1.87,0.26,43.1,28.5,42.5,15.9,17.0,83.0,6.2,0.6046511627906976,0.8762886597938144,65.96,48.19587628865981,19.4,16.4,35.8,2.2,1.0,75.4,30.6,8.5,Always,Never,No,No,Yes,8.6,12.4,12.4,Severe,Severe,Good,11.828571428571426
USER0558,18-24,Female,Twitter,4.0,6.43,1.0,1.0,31.0,3.0,198.0,443.0,3.1,0.6,40.0,39.2,20.8,30.0,20.0,122.0,4.4,0.1557788944723618,0.4459459459459459,128.6,48.211508553654745,12.2,16.3,10.8,18.1,5.0,51.9,20.05,8.7,Often,Often,Yes,No,No,3.5,9.6,7.3,Moderate,Severe,Poor,13.035714285714288
USER0559,18-24,Female,Twitter,4.0,4.45,9.0,20.0,277.0,18.0,9.0,619.0,1.06,0.34,51.8,16.4,31.8,61.6,25.0,157.0,9.9,27.7,0.014516129032258,111.25,23.820224719101123,24.4,14.2,14.1,12.0,5.6,48.5,23.4,7.6,Always,Rarely,No,Yes,No,7.8,1.7,16.0,Severe,Severe,Poor,13.114285714285716
USER0560,13-17,Male,YouTube,2.0,6.88,5.0,6.0,75.0,1.0,354.0,259.5,2.74,0.14,51.8,13.7,34.5,84.9,12.0,96.0,1.9,0.2112676056338028,1.3589251439539347,82.56,39.82558139534884,10.4,18.0,29.9,11.8,8.8,79.8,27.3,4.1,Often,Always,No,No,No,9.4,11.2,14.1,Moderate,Severe,Poor,12.742857142857146
USER0561,25-34,Female,Facebook,4.0,3.65,4.0,9.0,83.0,7.0,194.0,571.0,0.85,0.66,19.3,22.9,57.8,65.3,5.0,108.0,6.3,0.4256410256410256,0.3391608391608391,18.25,23.28767123287671,15.0,20.9,21.2,2.0,5.8,67.6,2.2,7.1,Rarely,Often,Yes,No,No,9.5,2.0,1.3,Moderately Severe,Severe,Good,16.3
USER0562,18-24,Male,Facebook,3.0,4.94,14.0,32.0,546.0,46.0,1056.0,121.0,1.81,0.75,54.9,36.6,8.6,42.4,25.0,91.0,1.3,0.5165562913907285,8.655737704918034,123.5,36.63967611336032,8.0,6.1,17.5,17.1,4.4,36.3,34.4,1.1,Often,Never,No,No,No,5.25,14.0,17.9,Mild,Mild,Poor,16.2
USER0563,35-44,Male,Twitter,2.0,3.03,3.0,6.0,73.0,5.0,272.0,198.0,0.74,0.18,38.2,9.0,52.8,51.150000000000006,11.0,157.0,5.5,0.2673992673992674,1.3668341708542713,33.33,24.422442244224424,10.0,13.3,36.1,20.7,5.4,66.3,39.9,5.3,Often,Always,No,No,Yes,9.7,12.6,4.3,Moderate,Moderate,Poor,12.242857142857142
USER0564,13-17,Female,YouTube,4.0,7.83,0.0,0.0,0.0,0.0,109.0,534.0,2.6,0.74,39.4,16.1,44.5,34.1,12.0,170.0,3.8,0.0,0.2037383177570093,93.96,33.205619412515965,25.8,20.0,19.5,13.0,2.0,49.3,2.0,8.9,Often,Often,No,Yes,Yes,3.0,13.9,23.3,Severe,Severe,Poor,14.62857142857143
USER0565,18-24,Female,TikTok,3.0,6.16,2.0,5.0,13.0,0.0,191.0,126.0,1.43,0.56,33.2,38.3,28.5,64.8,8.0,135.0,5.5,0.0677083333333333,1.5039370078740155,49.28,23.21428571428571,19.9,17.0,16.0,5.4,3.9,39.6,7.1,9.3,Always,Often,No,No,Yes,5.7,8.6,12.1,Severe,Severe,Moderate,17.685714285714287
USER0566,45-54,Female,Snapchat,2.0,2.37,0.0,0.0,0.0,0.0,349.0,88.0,0.52,0.84,23.1,29.1,47.8,57.4,12.0,52.0,8.7,0.0,3.9213483146067416,28.44,21.940928270042196,12.1,18.3,10.7,13.1,4.5,39.7,13.8,6.4,Never,Sometimes,Yes,Yes,No,7.7,2.0,14.2,Moderate,Severe,Poor,15.957142857142856
USER0567,18-24,Male,TikTok,4.0,8.25,11.0,29.0,338.0,20.0,533.0,2063.0,3.13,0.75,19.3,38.8,42.0,25.0,7.0,185.0,7.8,0.6329588014981273,0.2582364341085271,57.75,37.93939393939394,6.4,3.5,11.4,15.9,5.0,66.5,3.1,6.7,Often,Often,No,No,No,5.25,14.2,23.8,Mild,,Poor,16.428571428571427
USER0568,25-34,Male,TikTok,3.0,3.72,10.0,21.0,140.0,10.0,48.0,4394.0,1.84,0.41,56.1,37.7,6.3,25.1,11.0,54.0,8.9,2.857142857142857,0.0109215017064846,40.92,49.46236559139785,16.1,20.8,16.1,8.5,9.0,34.3,29.7,3.8,Never,Often,No,Yes,No,1.7,7.4,21.3,Moderately Severe,Severe,Moderate,16.242857142857144
USER0569,35-44,Male,TikTok,4.0,2.0,2.0,5.0,50.0,3.0,2564.0,82.0,0.89,0.99,30.3,5.4,64.3,48.4,20.0,42.0,7.6,0.0194931773879142,30.89156626506024,40.0,44.5,13.3,14.1,27.1,6.2,5.4,49.3,36.8,7.7,Sometimes,Never,No,No,No,7.4,11.3,7.0,Moderate,Severe,Moderate,15.314285714285717
USER0570,18-24,Male,Snapchat,3.0,6.73,2.0,5.0,32.0,4.0,1540.0,150.0,2.54,0.27,39.1,22.7,42.5,22.5,25.0,141.0,1.8,0.0207657365347177,10.19867549668874,168.25,37.74145616641902,23.9,11.2,10.5,13.5,7.1,48.9,16.0,9.8,Often,Often,No,No,Yes,4.0,5.7,15.3,Severe,Moderate,Poor,14.314285714285717
USER0571,25-34,Male,Instagram,5.0,3.5,9.0,17.0,486.0,70.0,257.0,2412.0,1.08,0.19,43.7,5.3,51.0,75.6,8.0,193.0,6.7,1.8837209302325584,0.1065064235391628,28.0,30.85714285714286,16.1,13.7,20.7,11.8,1.1,57.7,20.9,8.7,Sometimes,Never,No,Yes,No,8.1,13.0,8.4,Moderately Severe,Moderate,Poor,13.099999999999998
USER0572,45-54,Female,TikTok,3.0,1.66,7.0,17.0,127.0,7.0,800.0,10129.0,0.69,0.48,47.9,18.8,33.3,16.9,14.0,197.0,1.9,0.1585518102372035,0.0789733464955577,23.24,41.566265060240966,15.9,12.5,31.0,6.9,3.6,29.0,5.9,8.4,Sometimes,Always,Yes,No,No,1.5,3.6,2.5,Moderately Severe,Moderate,Moderate,22.428571428571427
USER0573,18-24,Male,YouTube,5.0,6.35,10.0,18.0,190.0,16.0,15.0,431.0,2.57,0.34,42.3,34.7,23.0,89.9,15.0,108.0,2.6,11.875,0.0347222222222222,95.25,40.47244094488189,11.4,18.7,37.3,6.5,2.7,36.5,37.9,8.3,Never,Often,No,No,Yes,6.1,14.1,2.1,Moderate,Severe,Moderate,17.24285714285714
USER0574,25-34,Female,Facebook,2.0,3.26,11.0,28.0,161.0,14.0,9036.0,3932.0,1.47,0.46,27.2,19.0,53.8,66.7,29.0,108.0,2.2,0.0178156467854376,2.2974828375286043,94.54,45.0920245398773,11.4,3.9,27.1,2.4,5.3,53.3,22.3,1.9,Never,Rarely,No,No,Yes,7.7,14.7,13.8,Moderate,,Good,19.057142857142857
USER0575,18-24,Male,YouTube,3.0,4.27,4.0,11.0,109.0,9.0,74.0,2185.0,1.98,0.24,27.0,23.4,56.3,42.1,14.0,51.0,4.4,1.4533333333333334,0.0338517840805123,59.78,46.37002341920375,7.5,4.8,10.8,16.2,7.2,36.4,26.1,2.6,Sometimes,Rarely,No,No,No,2.0,14.8,15.2,Mild,Mild,Poor,17.6
USER0576,35-44,Non-binary,Snapchat,5.0,3.27,12.0,20.0,225.0,11.0,3180.0,521.0,0.76,0.85,37.8,29.1,33.1,73.7,13.0,60.0,4.2,0.0707324740647595,6.091954022988506,42.51,23.24159021406728,14.9,20.9,35.9,9.6,4.8,75.6,33.8,3.8,Always,Often,No,No,Yes,6.5,3.8,23.9,Moderately Severe,Severe,Moderate,11.385714285714286
USER0577,25-34,Female,Facebook,2.0,4.97,4.0,10.0,29.0,2.0,118.0,1182.0,1.06,0.21,53.3,24.8,21.9,65.9,20.0,121.0,8.7,0.2436974789915966,0.0997464074387151,99.4,21.32796780684105,8.4,15.0,19.8,0.8,2.1,34.4,25.2,4.7,Sometimes,Always,No,No,No,2.3,5.1,19.4,Mild,Severe,Good,18.45714285714286
USER0578,35-44,Male,Snapchat,4.0,2.54,1.0,2.0,3.0,0.0,43.0,1025.0,0.51,0.55,15.0,31.4,53.6,42.5,5.0,182.0,2.2,0.0681818181818181,0.0419103313840155,12.7,20.078740157480315,21.3,5.9,29.9,3.8,3.0,37.4,26.5,9.6,Rarely,Sometimes,Yes,No,No,2.6,5.5,4.6,Severe,Mild,Good,18.571428571428573
USER0579,45-54,Male,YouTube,2.0,2.36,7.0,13.0,91.0,11.0,58.0,3029.0,0.77,0.14,49.2,28.8,22.0,51.0,25.0,156.0,3.4,1.5423728813559323,0.0191419141914191,59.0,32.6271186440678,19.1,15.0,29.9,11.4,7.7,77.5,8.9,2.1,Rarely,Often,No,No,No,1.9,12.1,18.7,Severe,Severe,Poor,14.62857142857143
USER0580,18-24,Female,YouTube,3.0,5.08,10.0,27.0,372.0,49.0,1835.0,93.0,1.55,0.25,11.7,18.5,69.8,74.9,14.0,59.0,9.4,0.2026143790849673,19.52127659574468,71.12,30.511811023622048,21.1,20.6,15.8,10.6,7.8,23.3,4.5,6.4,Rarely,Rarely,Yes,Yes,No,2.8,0.4,5.4,Severe,Severe,Poor,20.042857142857144
USER0581,18-24,Male,TikTok,3.0,7.5,5.0,10.0,116.0,11.0,2046.0,146.0,2.51,0.63,24.1,7.7,68.2,43.6,20.0,132.0,5.3,0.0566682950659501,13.918367346938776,150.0,33.46666666666666,24.4,3.2,33.2,15.8,6.1,72.7,19.0,2.6,Often,Never,No,Yes,No,5.5,5.4,20.1,Severe,,Poor,14.185714285714289
